districtNumber,districtType,districtName,year,percentIdentified
2609,01,WIN-E-MAC SCHOOL DISTRICT,2019,NA
2683,01,GREENBUSH-MIDDLE RIVER SCHOOL DISTRICT,2019,NA
2687,01,HOWARD LAKE-WAVERLY-WINSTED,2019,0.00878594249201278
2689,01,PIPESTONE AREA SCHOOL DISTRICT,2019,0.06806282722513089
2711,01,MESABI EAST SCHOOL DISTRICT,2019,0
2752,01,FAIRMONT AREA SCHOOL DISTRICT,2019,0.05732484076433121
2753,01,LONG PRAIRIE-GREY EAGLE SCHOOL DISTRICT,2019,0.24248927038626608
2754,01,CEDAR MOUNTAIN SCHOOL DISTRICT,2019,0
2769,01,MORRIS AREA PUBLIC SCHOOLS,2019,0.05933014354066986
2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,2019,0.005813953488372093
2835,01,JANESVILLE-WALDORF-PEMBERTON,2019,0
2853,01,LAC QUI PARLE VALLEY SCHOOL DISTRICT,2019,0.09079601990049752
2854,01,ADA-BORUP PUBLIC SCHOOL DISTRICT,2019,0.012693935119887164
2856,01,STEPHEN-ARGYLE CENTRAL SCHOOLS,2019,NA
2859,01,GLENCOE-SILVER LAKE SCHOOL DISTRICT,2019,0.05842558425584256
2860,01,BLUE EARTH AREA PUBLIC SCHOOL,2019,NA
2884,01,RED ROCK CENTRAL SCHOOL DISTRICT,2019,NA
2886,01,GLENVILLE-EMMONS SCHOOL DISTRICT,2019,NA
2888,01,CLINTON-GRACEVILLE-BEARDSLEY,2019,NA
2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT,2019,0.002793296089385475
2890,01,RENVILLE COUNTY WEST SCHOOL DISTRICT,2019,NA
2895,01,JACKSON COUNTY CENTRAL SCHOOL DISTRICT,2019,0.006779661016949152
2897,01,REDWOOD AREA SCHOOL DISTRICT,2019,0.009674582233948988
2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,2019,NA
2899,01,PLAINVIEW-ELGIN-MILLVILLE,2019,0.026455026455026454
2902,01,RTR PUBLIC SCHOOLS,2019,NA
2903,01,ORTONVILLE PUBLIC SCHOOLS,2019,0.019120458891013385
2904,01,TRACY AREA PUBLIC SCHOOL DISTRICT,2019,NA
2905,01,TRI-CITY UNITED SCHOOL DISTRICT,2019,0.07688256977356503
2906,01,RED LAKE COUNTY CENTRAL PUBLIC SCHOOLS,2019,NA
2907,01,ROUND LAKE-BREWSTER PUBLIC SCHOOLS,2019,NA
2908,01,BRANDON-EVANSVILLE PUBLIC SCHOOLS,2019,0
4000,07,CITY ACADEMY,2019,NA
4001,07,BLUFFVIEW MONTESSORI,2019,0.023148148148148147
4003,07,"NEW HEIGHTS SCHOOL, INC.",2019,NA
4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL,2019,NA
4005,07,METRO DEAF SCHOOL,2019,NA
4007,07,MINNESOTA NEW COUNTRY SCHOOL,2019,0
4008,07,PACT CHARTER SCHOOL,2019,0.05045871559633028
4011,07,ATHLOS LEADERSHIP ACADEMY,2019,0.07230255839822025
4015,07,COMMUNITY OF PEACE ACADEMY,2019,NA
4016,07,WORLD LEARNER CHARTER SCHOOL,2019,0.014150943396226415
4017,07,MINNESOTA TRANSITIONS CHARTER SCHOOL,2019,0.10224948875255624
4018,07,ACHIEVE LANGUAGE ACADEMY,2019,0.4026548672566372
4020,07,DULUTH PUBLIC SCHOOLS ACADEMY,2019,0.002936857562408223
4025,07,CYBER VILLAGE ACADEMY,2019,NA
4026,07,E.C.H.O. CHARTER SCHOOL,2019,NA
4027,07,HIGHER GROUND ACADEMY,2019,0.11794871794871795
4029,07,ST. PAUL CITY SCHOOL,2019,NA
4031,07,JENNINGS COMMUNITY SCHOOL,2019,NA
4035,07,LIFE PREP,2019,0.11217948717948718
4036,07,FACE TO FACE ACADEMY,2019,NA
4038,07,SOJOURNER TRUTH ACADEMY,2019,0.13367609254498714
4039,07,HIGH SCHOOL FOR RECORDING ARTS,2019,NA
4043,07,MATH AND SCIENCE ACADEMY,2019,0.0076045627376425855
4049,07,NORTHWEST PASSAGE HIGH SCHOOL,2019,0
4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,2019,NA
4053,07,NORTH LAKES ACADEMY,2019,0.012437810945273632
4054,07,LA CRESCENT MONTESSORI AND STEM SCHOOL,2019,NA
4055,07,NERSTRAND CHARTER SCHOOL,2019,0.006711409395973154
4056,07,ROSA PARKS CHARTER HIGH SCHOOL,2019,NA
4057,07,EL COLEGIO CHARTER SCHOOL,2019,0.7052631578947368
4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHARTER,2019,0
4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,2019,NA
4064,07,RIVERWAY LEARNING COMMUNITY CHARTER,2019,NA
4066,07,KATO PUBLIC CHARTER SCHOOL,2019,NA
4067,07,AURORA CHARTER SCHOOL,2019,NA
4068,07,EXCELL ACADEMY CHARTER,2019,0.2323943661971831
4070,07,HOPE COMMUNITY ACADEMY,2019,0.5404858299595142
4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCHOOL,2019,NA
4074,07,AFSA HIGH SCHOOL,2019,0
4075,07,AVALON SCHOOL,2019,0.0041841004184100415
4078,07,TWIN CITIES INTERNATIONAL SCHOOLS,2019,0.47992164544564153
4079,07,FRIENDSHIP ACADEMY OF FINE ARTS CHARTER,2019,0
4080,07,PILLAGER AREA CHARTER SCHOOL,2019,NA
4081,07,DISCOVERY PUBLIC SCHOOL FARIBAULT,2019,NA
4082,07,BLUESKY CHARTER SCHOOL,2019,NA
4083,07,RIDGEWAY COMMUNITY SCHOOL,2019,0.020202020202020204
4084,07,NORTH SHORE COMMUNITY SCHOOL,2019,0
4085,07,HARBOR CITY INTERNATIONAL CHARTER,2019,0
4087,07,SAGE ACADEMY CHARTER SCHOOL,2019,NA
4088,07,URBAN ACADEMY CHARTER SCHOOL,2019,NA
4089,07,NEW CITY SCHOOL,2019,0.058823529411764705
4090,07,PRAIRIE CREEK COMMUNITY SCHOOL,2019,0
4091,07,ARCADIA CHARTER SCHOOL,2019,0
4092,07,WATERSHED HIGH SCHOOL,2019,NA
4093,07,NEW CENTURY ACADEMY,2019,0
4095,07,TRIO WOLF CREEK DISTANCE LEARNING,2019,NA
4097,07,"PARTNERSHIP ACADEMY, INC.",2019,0.7515923566878981
4098,07,NOVA CLASSICAL ACADEMY,2019,0.041289023162134945
4100,07,GREAT EXPECTATIONS,2019,NA
4102,07,MINNESOTA INTERNSHIP CENTER,2019,NA
4103,07,HMONG COLLEGE PREP ACADEMY,2019,0.3348477964561563
4104,07,PALADIN CAREER AND TECHNICAL HIGH SCHOOL,2019,NA
4105,07,GREAT RIVER SCHOOL,2019,0.006134969325153374
4106,07,TREKNORTH HIGH SCHOOL,2019,0
4107,07,VOYAGEURS EXPEDITIONARY,2019,0
4110,07,PIM ARTS HIGH SCHOOL,2019,0
4111,07,AUGSBURG FAIRVIEW ACADEMY,2019,NA
4112,07,ST. PAUL CONSERVATORY PERFORMING ARTS,2019,0
4113,07,SPERO ACADEMY,2019,0.07086614173228346
4116,07,LAKES INTERNATIONAL LANGUAGE ACADEMY,2019,NA
4118,07,KALEIDOSCOPE CHARTER SCHOOL,2019,0
4119,07,ACADEMIC ARTS HIGH SCHOOL,2019,NA
4120,07,ST. CROIX PREPARATORY ACADEMY,2019,0.016183986371379896
4121,07,UBAH MEDICAL ACADEMY CHARTER SCHOOL,2019,0.2564102564102564
4122,07,EAGLE RIDGE ACADEMY CHARTER SCHOOL,2019,0.07456140350877193
4124,07,BEACON ACADEMY,2019,0.04753820033955857
4126,07,PRAIRIE SEEDS ACADEMY,2019,0.4273743016759777
4127,07,TEAM ACADEMY,2019,0.1796875
4131,07,METRO SCHOOLS CHARTER,2019,0.6961038961038961
4132,07,TWIN CITIES ACADEMY,2019,0.05457463884430177
4135,07,ROCHESTER MATH AND SCIENCE ACADEMY,2019,0.2680115273775216
4137,07,SWAN RIVER MONTESSORI CHARTER SCHOOL,2019,0
4139,07,LOVEWORKS ACADEMY FOR ARTS,2019,NA
4140,07,YINGHUA ACADEMY,2019,0.0705596107055961
4142,07,STRIDE ACADEMY CHARTER SCHOOL,2019,0.489247311827957
4143,07,NEW MILLENNIUM ACADEMY CHARTER SCHOOL,2019,0.6017441860465116
4144,07,GREEN ISLE COMMUNITY SCHOOL,2019,NA
4145,07,BIRCH GROVE COMMUNITY SCHOOL,2019,NA
4146,07,NORTHERN LIGHTS COMMUNITY SCHOOL,2019,NA
4150,07,MINNESOTA ONLINE HIGH SCHOOL,2019,0
4151,07,EDVISIONS OFF CAMPUS SCHOOL,2019,0
4152,07,TWIN CITIES GERMAN IMMERSION CHARTER SCHOOL,2019,0.020477815699658702
4153,07,DUGSI ACADEMY,2019,NA
4155,07,NAYTAHWAUSH COMMUNITY SCHOOL,2019,0
4159,07,SEVEN HILLS PREPARATORY ACADEMY,2019,0.11359026369168357
4160,07,SPECTRUM HIGH SCHOOL,2019,0
4161,07,NEW DISCOVERIES MONTESSORI ACADEMY,2019,NA
4162,07,SOUTHSIDE FAMILY CHARTER SCHOOL,2019,0.017241379310344827
4164,07,LAURA JEFFREY ACADEMY CHARTER,2019,0
4166,07,EAST RANGE ACADEMY OF TECHNOLOGY AND SCIENCE,2019,0
4167,07,INTERNATIONAL SPANISH LANGUAGE ACADEMY,2019,0.012269938650306749
4168,07,GLACIAL HILLS ELEMENTARY,2019,0.01098901098901099
4169,07,STONEBRIDGE WORLD SCHOOL,2019,0.18815331010452963
4170,07,HIAWATHA ACADEMIES,2019,0.5652741514360313
4171,07,NOBLE ACADEMY,2019,0.4800777453838678
4172,07,CLARKFIELD CHARTER SCHOOL,2019,NA
4177,07,MINISINAAKWAANG LEADERSHIP ACADEMY,2019,NA
4178,07,LINCOLN INTERNATIONAL SCHOOL,2019,NA
4181,07,COMMUNITY SCHOOL OF EXCELLENCE,2019,0.6153273809523809
4183,07,LIONSGATE ACADEMY,2019,0
4184,07,ASPEN ACADEMY,2019,0.08483754512635379
4185,07,DAVINCI ACADEMY,2019,0.04606060606060606
4186,07,GLOBAL ACADEMY,2019,0.37354988399071926
4187,07,NATURAL SCIENCE ACADEMY,2019,NA
4188,07,COLOGNE ACADEMY,2019,0.0031201248049922
4189,07,BRIGHT WATER ELEMENTARY,2019,0.03125
4190,07,RIVERS EDGE ACADEMY,2019,0.034482758620689655
4191,07,KIPP MINNESOTA CHARTER SCHOOL,2019,0.014778325123152709
4192,07,BEST ACADEMY,2019,0.32936507936507936
4193,07,COLLEGE PREPARATORY ELEMENTARY,2019,0.6309523809523809
4194,07,CANNON RIVER STEM SCHOOL,2019,0.03142857142857143
4195,07,OSHKI OGIMAAG CHARTER SCHOOL,2019,NA
4198,07,DISCOVERY WOODS,2019,0.03389830508474576
4199,07,PARNASSUS PREPARATORY CHARTER SCHOOL,2019,0.09611992945326278
4200,07,STEP ACADEMY CHARTER SCHOOL,2019,NA
4201,07,CORNERSTONE MONTESSORI ELEMENTARY,2019,NA
4204,07,ROCHESTER STEM ACADEMY,2019,0.5602836879432624
4205,07,HENNEPIN ELEMENTARY SCHOOL,2019,0.6203208556149733
4207,07,VERMILION COUNTRY SCHOOL,2019,NA
4208,07,NASHA SHKOLA CHARTER SCHOOL,2019,NA
4209,07,MASTERY SCHOOL,2019,0.021739130434782608
4210,07,UPPER MISSISSIPPI ACADEMY,2019,0
4212,07,WEST SIDE SUMMIT CHARTER SCHOOL,2019,NA
4213,07,PRODEO ACADEMY,2019,0.2563291139240506
4215,07,SEJONG ACADEMY OF MINNESOTA,2019,NA
4217,07,TECHNICAL ACADEMIES OF MINNESOTA,2019,NA
4218,07,VENTURE ACADEMY,2019,0.2848297213622291
4219,07,NORTHEAST COLLEGE PREP,2019,0.5109717868338558
4220,07,AGAMIM CLASSICAL ACADEMY,2019,0.14516129032258066
4221,07,DISCOVERY CHARTER SCHOOL,2019,0.12133891213389121
4223,07,SAINT CLOUD MATH AND SCIENCE ACADEMY CHARTER SCHOOL,2019,0.8143712574850299
4224,07,STAR OF THE NORTH ACADEMY CHARTER SCHOOL,2019,0.34415584415584416
4225,07,UNIVERSAL ACADEMY CHARTER SCHOOL,2019,NA
4226,07,BDOTE LEARNING CENTER,2019,NA
4227,07,ART AND SCIENCE ACADEMY,2019,0
4228,07,WOODBURY LEADERSHIP ACADEMY,2019,NA
4229,07,JANE GOODALL ENVIRONMENTAL SCIENCE ACADEMY,2019,0
4230,07,MINNESOTA EXCELLENCE IN LEARNING ACADEMY,2019,NA
4231,07,MINNESOTA MATH AND SCIENCE ACADEMY,2019,0.6292682926829268
4232,07,SUCCESS ACADEMY,2019,NA
4233,07,LEVEL UP ACADEMY,2019,NA
4237,07,CAREER PATHWAYS,2019,NA
4238,07,ROCHESTER BEACON ACADEMY,2019,0
4239,07,TESFA INTERNATIONAL SCHOOL,2019,NA
4240,07,NEW CENTURY SCHOOL,2019,NA
4243,07,NORTH METRO FLEX ACADEMY,2019,0.22270742358078602
4244,07,FIT ACADEMY,2019,0.09022556390977443
4250,07,ATHLOS ACADEMY OF SAINT CLOUD,2019,0.29526916802610115
4253,07,PHOENIX ACADEMY CHARTER SCHOOL,2019,0
4254,07,MARINE AREA COMMUNITY SCHOOL,2019,0
4255,07,SKYLINE MATH AND SCIENCE ACADEMY,2019,0.536697247706422
4261,07,SCITECH ACADEMY CHARTER SCHOOL,2019,NA
4264,07,GATEWAY STEM ACADEMY,2019,0.6417910447761194
4265,07,MINNESOTA WILDFLOWER MONTESSORI SCHOOL,2019,0.1
6004,61,FRESHWATER EDUCATION DISTRICT,2019,NA
6009,61,ST. CROIX RIVER EDUCATION DISTRICT,2019,NA
6012,61,ZUMBRO EDUCATION DISTRICT,2019,NA
6013,61,HIAWATHA VALLEY EDUCATION DISTRICT,2019,NA
6014,61,RUNESTONE AREA EDUCATION DISTRICT,2019,NA
6018,61,MINNESOTA RIVER VALLEY EDUCATION DISTRICT,2019,NA
6026,61,WEST CENTRAL EDUCATION DISTRICT,2019,NA
6027,61,MINNESOTA VALLEY EDUCATION DISTRICT,2019,NA
6049,61,RIVER BEND EDUCATION DISTRICT,2019,NA
6051,61,GOODHUE COUNTY EDUCATION DISTRICT,2019,NA
6074,50,CENTRAL MINNESOTA JOINT POWERS DISTRICT,2019,NA
6076,50,NORTHLAND LEARNING CENTER,2019,NA
6079,52,RUM RIVER SPECIAL EDUCATION COOPERATIVE,2019,NA
6083,52,SOUTHERN MINNESOTA EDUCATION CONSORTIUM,2019,NA
6090,52,SHERBURNE AND NORTHERN WRIGHT SPECIAL EDUCATION COOPERATIVE,2019,NA
6094,52,CANNON VALLEY SPECIAL EDUCATION COOPERATIVE,2019,NA
6095,52,AUSTIN ALBERT LEA AREA SPECIAL EDUCATION COOPERATIVE (AALASEC),2019,NA
6096,52,NORTHERN LIGHTS ACADEMY COOPERATIVE,2019,NA
6383,61,BENTON-STEARNS EDUCATION DISTRICT,2019,NA
6979,61,MID STATE EDUCATION DISTRICT,2019,NA
0001,01,AITKIN PUBLIC SCHOOL DISTRICT,2018,0.0017006802721088435
0001,03,MINNEAPOLIS PUBLIC SCHOOL DISTRICT,2018,0.21591440437879914
0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,2018,NA
0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,2018,0
0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DISTRICT,2018,0.0526167698368036
0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,2018,0.06152615829119802
0012,01,CENTENNIAL PUBLIC SCHOOL DISTRICT,2018,0.025346652750857315
0013,01,COLUMBIA HEIGHTS PUBLIC SCHOOL DISTRICT,2018,0.2633955448524985
0014,01,FRIDLEY PUBLIC SCHOOL DISTRICT,2018,0.1315871531025881
0015,01,ST. FRANCIS AREA SCHOOLS,2018,0.024299474605954465
0016,01,SPRING LAKE PARK PUBLIC SCHOOLS,2018,0.11009018206567976
0022,01,DETROIT LAKES PUBLIC SCHOOL DISTRICT,2018,0.0016228497241155468
0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DISTRICT,2018,0.0010787486515641855
0025,01,PINE POINT PUBLIC SCHOOL DISTRICT,2018,NA
0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,2018,0.0022940164404511567
0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT,2018,NA
0036,01,KELLIHER PUBLIC SCHOOL DISTRICT,2018,NA
0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,2018,0.0012634238787113076
0047,01,SAUK RAPIDS-RICE PUBLIC SCHOOLS,2018,0.009984805730410246
0051,01,FOLEY PUBLIC SCHOOL DISTRICT,2018,0.0010090817356205853
0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,2018,NA
0077,01,MANKATO PUBLIC SCHOOL DISTRICT,2018,0.056605922551252845
0081,01,COMFREY PUBLIC SCHOOL DISTRICT,2018,NA
0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,2018,NA
0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT,2018,NA
0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,2018,0.008076009501187649
0091,01,BARNUM PUBLIC SCHOOL DISTRICT,2018,NA
0093,01,CARLTON PUBLIC SCHOOL DISTRICT,2018,NA
0094,01,CLOQUET PUBLIC SCHOOL DISTRICT,2018,3.8095238095238096e-4
0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS,2018,NA
0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT,2018,NA
0099,01,ESKO PUBLIC SCHOOL DISTRICT,2018,0.0015785319652722968
0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT,2018,NA
0108,01,CENTRAL PUBLIC SCHOOL DISTRICT,2018,0.026239067055393587
0110,01,WACONIA PUBLIC SCHOOL DISTRICT,2018,0.015181194906953967
0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DISTRICT,2018,0.010800508259212199
0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOLS,2018,0.044378998679800954
0113,01,WALKER-HACKENSACK-AKELEY SCHOOL DISTRICT,2018,0.0012437810945273632
0115,01,CASS LAKE-BENA PUBLIC SCHOOLS,2018,0
0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,2018,0
0118,01,NORTHLAND COMMUNITY SCHOOLS,2018,NA
0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,2018,0.09544159544159544
0138,01,NORTH BRANCH PUBLIC SCHOOLS,2018,0.0145368492224476
0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT,2018,NA
0146,01,BARNESVILLE PUBLIC SCHOOL DISTRICT,2018,0
0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,2018,0.026503567787971458
0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,2018,0.08001176643624063
0160,70,MINNESOTA STATE ACADEMIES,2018,NA
0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,2018,NA
0166,01,COOK COUNTY PUBLIC SCHOOLS,2018,0
0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,2018,0.11067961165048544
0177,01,WINDOM PUBLIC SCHOOL DISTRICT,2018,0.0888468809073724
0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,2018,0.0010379596678529062
0182,01,CROSBY-IRONTON PUBLIC SCHOOL DISTRICT,2018,0
0186,01,PEQUOT LAKES PUBLIC SCHOOLS,2018,0.0011723329425556857
0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,2018,0.16854928017718715
0192,01,FARMINGTON PUBLIC SCHOOL DISTRICT,2018,0.036378668871434476
0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT,2018,0.03018018018018018
0195,01,RANDOLPH PUBLIC SCHOOL DISTRICT,2018,NA
0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,2018,0.0706200958266787
0197,01,WEST ST. PAUL-MENDOTA HEIGHTS-EAGAN,2018,0.11407579273008507
0199,01,INVER GROVE HEIGHTS SCHOOLS,2018,0.09056399132321041
0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,2018,0.01381340579710145
0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT,2018,NA
0204,01,KASSON-MANTORVILLE SCHOOL DISTRICT,2018,0.020202020202020204
0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,2018,0.004728132387706856
0213,01,OSAKIS PUBLIC SCHOOL DISTRICT,2018,NA
0227,01,CHATFIELD PUBLIC SCHOOLS,2018,0
0229,01,LANESBORO PUBLIC SCHOOL DISTRICT,2018,NA
0238,01,MABEL-CANTON PUBLIC SCHOOL DISTRICT,2018,NA
0239,01,RUSHFORD-PETERSON PUBLIC SCHOOLS,2018,NA
0241,01,ALBERT LEA PUBLIC SCHOOL DISTRICT,2018,0.07411598302687411
0242,01,ALDEN-CONGER PUBLIC SCHOOL DISTRICT,2018,NA
0252,01,CANNON FALLS PUBLIC SCHOOL DISTRICT,2018,0.006092254134029591
0253,01,GOODHUE PUBLIC SCHOOL DISTRICT,2018,NA
0255,01,PINE ISLAND PUBLIC SCHOOL DISTRICT,2018,0
0256,01,RED WING PUBLIC SCHOOL DISTRICT,2018,0.017843866171003718
0261,01,ASHBY PUBLIC SCHOOL DISTRICT,2018,NA
0264,01,HERMAN-NORCROSS SCHOOL DISTRICT,2018,NA
0270,01,HOPKINS PUBLIC SCHOOL DISTRICT,2018,0.07545765738949248
0271,01,BLOOMINGTON PUBLIC SCHOOL DISTRICT,2018,0.12710911136107986
0272,01,EDEN PRAIRIE PUBLIC SCHOOL DISTRICT,2018,0.08002705139765555
0273,01,EDINA PUBLIC SCHOOL DISTRICT,2018,0.04541220307405682
0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT,2018,0.013544642034460519
0277,01,WESTONKA PUBLIC SCHOOL DISTRICT,2018,0.004180602006688963
0278,01,ORONO PUBLIC SCHOOL DISTRICT,2018,0.015476609215617306
0279,01,OSSEO PUBLIC SCHOOL DISTRICT,2018,0.10937279110315254
0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT,2018,0.261618680571299
0281,01,ROBBINSDALE PUBLIC SCHOOL DISTRICT,2018,0.1018083326694814
0282,01,ST. ANTHONY-NEW BRIGHTON SCHOOLS,2018,0.07423580786026202
0283,01,ST. LOUIS PARK PUBLIC SCHOOL DISTRICT,2018,0.10717299578059072
0284,01,WAYZATA PUBLIC SCHOOL DISTRICT,2018,0.026482145908081327
0286,01,BROOKLYN CENTER SCHOOL DISTRICT,2018,0.18667186282151207
0287,06,INTERMEDIATE SCHOOL DISTRICT 287,2018,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 288,2018,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 289,2018,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 290,2018,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 291,2018,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 292,2018,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 293,2018,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 294,2018,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 295,2018,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 296,2018,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 297,2018,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 298,2018,NA
0287,06,INTERMEDIATE SCHOOL DISTRICT 299,2018,NA
0288,06,SOUTHWEST METRO INTERMEDIATE 288,2018,NA
0294,01,HOUSTON PUBLIC SCHOOL DISTRICT,2018,0.013235294117647059
0297,01,SPRING GROVE SCHOOL DISTRICT,2018,NA
0299,01,CALEDONIA PUBLIC SCHOOL DISTRICT,2018,0
0300,01,LA CRESCENT-HOKAH SCHOOL DISTRICT,2018,8.764241893076249e-4
0306,01,LAPORTE PUBLIC SCHOOL DISTRICT,2018,NA
0308,01,NEVIS PUBLIC SCHOOL DISTRICT,2018,NA
0309,01,PARK RAPIDS PUBLIC SCHOOL DISTRICT,2018,0.016129032258064516
0314,01,BRAHAM PUBLIC SCHOOL DISTRICT,2018,0.005420054200542005
0316,01,GREENWAY PUBLIC SCHOOL DISTRICT,2018,0.0036798528058877645
0317,01,DEER RIVER PUBLIC SCHOOL DISTRICT,2018,0
0318,01,GRAND RAPIDS PUBLIC SCHOOL DISTRICT,2018,0.0012103606874848704
0319,01,NASHWAUK-KEEWATIN SCHOOL DISTRICT,2018,NA
0330,01,HERON LAKE-OKABENA SCHOOL DISTRICT,2018,NA
0332,01,MORA PUBLIC SCHOOL DISTRICT,2018,0.0018083182640144665
0333,01,OGILVIE PUBLIC SCHOOL DISTRICT,2018,0
0345,01,NEW LONDON-SPICER SCHOOL DISTRICT,2018,NA
0347,01,WILLMAR PUBLIC SCHOOL DISTRICT,2018,0.24189867640346874
0356,01,LANCASTER PUBLIC SCHOOL DISTRICT,2018,NA
0361,01,INTERNATIONAL FALLS SCHOOL DISTRICT,2018,0.00841908325537886
0362,01,LITTLEFORK-BIG FALLS SCHOOL DISTRICT,2018,NA
0363,01,SOUTH KOOCHICHING SCHOOL DISTRICT,2018,NA
0378,01,DAWSON-BOYD PUBLIC SCHOOL DISTRICT,2018,0.026455026455026454
0381,01,LAKE SUPERIOR PUBLIC SCHOOL DISTRICT,2018,7.204610951008645e-4
0390,01,LAKE OF THE WOODS SCHOOL DISTRICT,2018,NA
0391,01,CLEVELAND PUBLIC SCHOOL DISTRICT,2018,NA
0397,52,LAKE AGASSIZ EDUCATION COOPERATIVE,2018,NA
0398,52,MIDWEST SPECIAL EDUCATION COOPERATIVE,2018,0
0402,01,HENDRICKS PUBLIC SCHOOL DISTRICT,2018,NA
0403,01,IVANHOE PUBLIC SCHOOL DISTRICT,2018,NA
0404,01,LAKE BENTON PUBLIC SCHOOL DISTRICT,2018,NA
0413,01,MARSHALL PUBLIC SCHOOL DISTRICT,2018,0.14746019711902958
0414,01,MINNEOTA PUBLIC SCHOOL DISTRICT,2018,NA
0415,01,LYND PUBLIC SCHOOL DISTRICT,2018,NA
0423,01,HUTCHINSON PUBLIC SCHOOL DISTRICT,2018,0.03313049357674104
0424,01,LESTER PRAIRIE PUBLIC SCHOOL DISTRICT,2018,0.12189616252821671
0432,01,MAHNOMEN PUBLIC SCHOOL DISTRICT,2018,0
0435,01,WAUBUN-OGEMA-WHITE EARTH PUBLIC SCHOOLS,2018,NA
0441,01,MARSHALL COUNTY CENTRAL SCHOOLS,2018,NA
0447,01,GRYGLA PUBLIC SCHOOL DISTRICT,2018,NA
0458,01,TRUMAN PUBLIC SCHOOL DISTRICT,2018,NA
0463,01,EDEN VALLEY-WATKINS SCHOOL DISTRICT,2018,0.007157464212678937
0465,01,LITCHFIELD PUBLIC SCHOOL DISTRICT,2018,0.023794212218649517
0466,01,DASSEL-COKATO PUBLIC SCHOOL DISTRICT,2018,0.009691629955947136
0473,01,ISLE PUBLIC SCHOOL DISTRICT,2018,NA
0477,01,PRINCETON PUBLIC SCHOOL DISTRICT,2018,0.0047239444936522
0480,01,ONAMIA PUBLIC SCHOOL DISTRICT,2018,0
0482,01,LITTLE FALLS PUBLIC SCHOOL DISTRICT,2018,0.015127388535031847
0484,01,PERZ PUBLIC SCHOOL DISTRICT,2018,0.005862646566164154
0485,01,ROYALTON PUBLIC SCHOOL DISTRICT,2018,0
0486,01,SWANVILLE PUBLIC SCHOOL DISTRICT,2018,NA
0487,01,UPSALA PUBLIC SCHOOL DISTRICT,2018,NA
0492,01,AUSTIN PUBLIC SCHOOL DISTRICT,2018,0.17586336336336336
0495,01,GRAND MEADOW PUBLIC SCHOOL DISTRICT,2018,NA
0497,01,LYLE PUBLIC SCHOOL DISTRICT,2018,NA
