countyName,countyFIPS,familySize,numberAdults,numberWorkers,numberChildren,adultAge,year,hourlyWage
Hennepin,053,3,2,1,1,19-50,2018,23.41
Hennepin,053,2,2,1,0,51+,2018,19.47
Hennepin,053,1,1,1,0,51+,2018,15.72
Hennepin,053,5,2,2,3,19-50,2018,24.94
Hennepin,053,2,2,1.5,0,19-50,2018,13.14
Hennepin,053,2,2,1.5,0,51+,2018,13.32
Hennepin,053,5,2,1,3,19-50,2018,31.03
Hennepin,053,4,1,1,3,19-50,2018,47.42
Hennepin,053,5,1,1,4,19-50,2018,48.95
Hennepin,053,4,2,1,2,19-50,2018,29.66
Hennepin,053,6,2,2,4,19-50,2018,26.05
Hennepin,053,1,1,1,0,19-50,2018,15.6
Hennepin,053,4,2,1.5,2,19-50,2018,26.15
Hennepin,053,6,2,1.5,4,19-50,2018,28.43
Hennepin,053,3,2,2,1,19-50,2018,17.66
Hennepin,053,2,1,1,1,19-50,2018,30.51
Hennepin,053,4,2,2,2,19-50,2018,24.18
Hennepin,053,2,2,1,0,19-50,2018,19.21
Hennepin,053,6,2,1,4,19-50,2018,33.1
Kandiyohi,067,4,2,1,2,19-50,2018,24.77
Kandiyohi,067,4,2,2,2,19-50,2018,15.81
Kandiyohi,067,5,2,1,3,19-50,2018,26.15
Kandiyohi,067,6,2,2,4,19-50,2018,17.54
Kandiyohi,067,1,1,1,0,19-50,2018,12.9
Kandiyohi,067,6,2,1.5,4,19-50,2018,21.23
Kandiyohi,067,3,2,1,1,19-50,2018,19.71
Kandiyohi,067,6,2,1,4,19-50,2018,28.21
Kandiyohi,067,2,2,2,0,19-50,2018,8.48
Kandiyohi,067,5,2,1.5,3,19-50,2018,19.88
Carlton,017,1,1,1,0,51+,2018,14.28
Carlton,017,6,2,1,4,19-50,2018,28.92
Carlton,017,2,2,1,0,19-50,2018,17.86
Carlton,017,3,2,1.5,1,19-50,2018,15.78
Carlton,017,2,2,1.5,0,51+,2018,12.37
Carlton,017,3,1,1,2,19-50,2018,28.57
Carlton,017,1,1,1,0,19-50,2018,14.16
Itasca,061,2,2,1,0,19-50,2018,17.5
Itasca,061,3,2,2,1,19-50,2018,12.71
Itasca,061,6,2,1,4,19-50,2018,28.18
Itasca,061,4,2,1.5,2,19-50,2018,18.88
Itasca,061,5,2,1,3,19-50,2018,26.08
Itasca,061,2,2,2,0,19-50,2018,8.96
Itasca,061,1,1,1,0,19-50,2018,13.71
Itasca,061,6,2,2,4,19-50,2018,17.48
Itasca,061,3,2,1.5,1,19-50,2018,15.5
Itasca,061,2,2,2,0,51+,2018,9.09
Itasca,061,3,1,1,2,19-50,2018,27.87
Itasca,061,2,2,1.5,0,51+,2018,12.12
Itasca,061,5,2,2,3,19-50,2018,16.44
Itasca,061,2,1,1,1,19-50,2018,20.64
Itasca,061,3,2,1,1,19-50,2018,21.06
Itasca,061,2,2,1.5,0,19-50,2018,11.95
Itasca,061,5,1,1,4,19-50,2018,31.12
Itasca,061,5,2,1.5,3,19-50,2018,19.79
Itasca,061,4,2,1,2,19-50,2018,24.71
Itasca,061,1,1,1,0,51+,2018,13.82
Itasca,061,4,1,1,3,19-50,2018,29.68
Itasca,061,6,2,1.5,4,19-50,2018,21.17
Itasca,061,4,2,2,2,19-50,2018,15.74
Itasca,061,2,2,1,0,51+,2018,17.74
Martin,091,6,2,1.5,4,19-50,2018,19.87
Martin,091,3,2,2,1,19-50,2018,11.27
Martin,091,4,1,1,3,19-50,2018,27.21
Martin,091,3,2,1,1,19-50,2018,19.13
Martin,091,5,2,2,3,19-50,2018,15.14
Martin,091,5,2,1,3,19-50,2018,24.68
Martin,091,6,2,2,4,19-50,2018,16.16
Martin,091,1,1,1,0,51+,2018,12.46
Martin,091,2,2,1,0,51+,2018,16.33
Martin,091,2,2,2,0,51+,2018,8.35
Kanabec,065,4,1,1,3,19-50,2018,33.54
Kanabec,065,2,2,2,0,19-50,2018,9.84
Kanabec,065,3,2,2,1,19-50,2018,14.23
Kanabec,065,1,1,1,0,51+,2018,15.44
Kanabec,065,3,2,1.5,1,19-50,2018,17.3
Kanabec,065,5,1,1,4,19-50,2018,34.98
Kanabec,065,2,2,1,0,19-50,2018,19.18
Kanabec,065,3,2,1,1,19-50,2018,23.19
Kanabec,065,2,2,1.5,0,19-50,2018,13.12
Kanabec,065,4,2,1.5,2,19-50,2018,20.88
Kanabec,065,5,2,1.5,3,19-50,2018,21.83
Kanabec,065,1,1,1,0,19-50,2018,15.33
Kanabec,065,2,1,1,1,19-50,2018,23.35
Kanabec,065,2,2,2,0,51+,2018,9.96
Lyon,083,2,1,1,1,19-50,2018,17.95
Lyon,083,2,2,1.5,0,51+,2018,10.92
Lyon,083,6,2,2,4,19-50,2018,16.19
Lyon,083,5,1,1,4,19-50,2018,28.77
Lyon,083,5,2,2,3,19-50,2018,15.17
Lyon,083,4,2,2,2,19-50,2018,14.46
Lyon,083,4,2,1.5,2,19-50,2018,17.36
Lyon,083,3,1,1,2,19-50,2018,25.57
Lyon,083,2,2,1,0,51+,2018,16.02
Lyon,083,1,1,1,0,19-50,2018,12.05
Lyon,083,3,2,2,1,19-50,2018,11.22
Lyon,083,3,2,1,1,19-50,2018,18.7
Lyon,083,1,1,1,0,51+,2018,12.15
Lyon,083,2,2,2,0,19-50,2018,8.07
Lyon,083,4,1,1,3,19-50,2018,27.34
Lyon,083,3,2,1.5,1,19-50,2018,13.77
Lyon,083,2,2,1.5,0,19-50,2018,10.75
Lyon,083,2,2,2,0,51+,2018,8.19
Lyon,083,4,2,1,2,19-50,2018,22.83
Lyon,083,6,2,1,4,19-50,2018,26.42
Lyon,083,6,2,1.5,4,19-50,2018,19.71
Lyon,083,5,2,1,3,19-50,2018,24.24
Lyon,083,5,2,1.5,3,19-50,2018,18.32
Lyon,083,2,2,1,0,19-50,2018,15.78
McLeod,085,6,2,1,4,19-50,2018,28.71
McLeod,085,2,1,1,1,19-50,2018,20.05
McLeod,085,5,2,1,3,19-50,2018,26.68
Cook,031,3,2,1.5,1,19-50,2018,15.03
Cook,031,3,1,1,2,19-50,2018,28.55
Cook,031,4,2,1.5,2,19-50,2018,18.32
Cook,031,2,2,1,0,19-50,2018,17.12
Cook,031,2,2,1.5,0,51+,2018,11.85
Cook,031,4,2,1,2,19-50,2018,22.98
Cook,031,4,2,2,2,19-50,2018,15.94
Cook,031,6,2,2,4,19-50,2018,17.62
Cook,031,5,2,2,3,19-50,2018,16.63
Cook,031,2,2,1.5,0,19-50,2018,11.68
Cook,031,6,2,1.5,4,19-50,2018,20.6
Cook,031,2,2,1,0,51+,2018,17.36
Cook,031,5,2,1.5,3,19-50,2018,19.26
Cook,031,5,2,1,3,19-50,2018,24.36
Grant,051,6,2,1.5,4,19-50,2018,21.16
Grant,051,2,2,1,0,51+,2018,18.12
Grant,051,5,2,1,3,19-50,2018,26.68
Grant,051,4,2,1,2,19-50,2018,25.26
Grant,051,3,2,2,1,19-50,2018,11.97
Grant,051,2,2,2,0,19-50,2018,9.16
Grant,051,5,2,1.5,3,19-50,2018,19.73
Grant,051,4,2,2,2,19-50,2018,15.22
Grant,051,3,2,1,1,19-50,2018,20.49
Grant,051,1,1,1,0,19-50,2018,13.96
Grant,051,4,2,1.5,2,19-50,2018,18.79
Grant,051,2,2,1,0,19-50,2018,17.88
Grant,051,3,1,1,2,19-50,2018,26.71
Grant,051,6,2,1,4,19-50,2018,28.78
Grant,051,2,2,1.5,0,19-50,2018,12.21
Grant,051,5,2,2,3,19-50,2018,15.94
Grant,051,2,2,1.5,0,51+,2018,12.38
Grant,051,6,2,2,4,19-50,2018,17
Grant,051,4,1,1,3,19-50,2018,28.6
Grant,051,2,2,2,0,51+,2018,9.29
Grant,051,1,1,1,0,51+,2018,14.07
Grant,051,3,2,1.5,1,19-50,2018,14.89
Grant,051,2,1,1,1,19-50,2018,19.12
Grant,051,5,1,1,4,19-50,2018,30.06
Lake,075,6,2,2,4,19-50,2018,17.72
Lake,075,4,2,1.5,2,19-50,2018,19.23
Lake,075,3,2,2,1,19-50,2018,12.68
Houston,055,3,2,1,1,19-50,2018,20.74
Houston,055,2,2,1.5,0,19-50,2018,11.73
Houston,055,5,2,2,3,19-50,2018,16.71
Houston,055,5,1,1,4,19-50,2018,31.7
Houston,055,2,2,1.5,0,51+,2018,11.9
Houston,055,5,2,1.5,3,19-50,2018,20.32
Houston,055,2,2,1,0,19-50,2018,17.19
Houston,055,6,2,1.5,4,19-50,2018,21.67
Houston,055,2,2,1,0,51+,2018,17.43
Houston,055,3,2,1.5,1,19-50,2018,15.23
Houston,055,2,2,2,0,51+,2018,8.93
Houston,055,2,2,2,0,19-50,2018,8.8
Houston,055,3,1,1,2,19-50,2018,28.48
Houston,055,2,1,1,1,19-50,2018,20.24
Kittson,069,2,1,1,1,19-50,2018,18.48
Kittson,069,2,2,1,0,19-50,2018,16.76
Kittson,069,5,1,1,4,19-50,2018,28.49
Kittson,069,3,1,1,2,19-50,2018,25.21
Kittson,069,3,2,1.5,1,19-50,2018,14.5
Kittson,069,2,2,1.5,0,19-50,2018,11.43
Kittson,069,4,2,1.5,2,19-50,2018,17.66
Kittson,069,3,2,2,1,19-50,2018,11.6
Kittson,069,2,2,2,0,19-50,2018,8.58
Kittson,069,4,2,2,2,19-50,2018,14.39
Kittson,069,2,2,1.5,0,51+,2018,11.6
Kittson,069,5,2,2,3,19-50,2018,15.12
Kittson,069,1,1,1,0,19-50,2018,12.95
Kittson,069,2,2,1,0,51+,2018,17
Kittson,069,6,2,1,4,19-50,2018,27.29
Kittson,069,1,1,1,0,51+,2018,13.06
Kittson,069,6,2,2,4,19-50,2018,16.16
Kittson,069,6,2,1.5,4,19-50,2018,20.04
Kittson,069,5,2,1,3,19-50,2018,25.07
Kittson,069,5,2,1.5,3,19-50,2018,18.62
Kittson,069,4,2,1,2,19-50,2018,23.64
Kittson,069,3,2,1,1,19-50,2018,20
Kittson,069,4,1,1,3,19-50,2018,27.05
Kittson,069,2,2,2,0,51+,2018,8.7
Le Sueur,079,2,2,2,0,51+,2018,8.71
Le Sueur,079,3,2,2,1,19-50,2018,12.33
Le Sueur,079,2,1,1,1,19-50,2018,20.03
Chisago,025,1,1,1,0,51+,2018,16.71
Chisago,025,5,2,1,3,19-50,2018,31.98
Chisago,025,3,2,1.5,1,19-50,2018,19.35
Chisago,025,2,1,1,1,19-50,2018,28.18
Chisago,025,6,2,2,4,19-50,2018,23.3
Chisago,025,5,2,2,3,19-50,2018,22.27
Chisago,025,3,2,1,1,19-50,2018,24.5
Chisago,025,1,1,1,0,19-50,2018,16.58
Chisago,025,3,2,2,1,19-50,2018,16.6
Chisago,025,3,1,1,2,19-50,2018,39.88
Chisago,025,2,2,1.5,0,51+,2018,13.97
Chisago,025,4,2,1.5,2,19-50,2018,24.67
Chisago,025,2,2,2,0,51+,2018,10.48
Chisago,025,2,2,1,0,19-50,2018,20.19
Clay,027,3,1,1,2,19-50,2018,30.09
Clay,027,1,1,1,0,19-50,2018,13.39
Clay,027,2,2,1,0,19-50,2018,17.15
Clay,027,2,2,2,0,19-50,2018,8.78
Clay,027,6,2,1,4,19-50,2018,29.02
Clay,027,3,2,1,1,19-50,2018,20.31
Clay,027,5,2,2,3,19-50,2018,17.47
Clay,027,2,2,1.5,0,51+,2018,11.87
Clay,027,4,2,2,2,19-50,2018,16.77
Clay,027,2,2,1,0,51+,2018,17.38
Clay,027,1,1,1,0,51+,2018,13.51
Clay,027,2,2,2,0,51+,2018,8.9
Clay,027,6,2,1.5,4,19-50,2018,22.08
Clay,027,5,1,1,4,19-50,2018,33.28
Clay,027,5,2,1.5,3,19-50,2018,20.73
Clay,027,2,2,1.5,0,19-50,2018,11.71
Clay,027,5,2,1,3,19-50,2018,27.03
Clay,027,6,2,2,4,19-50,2018,18.48
Clay,027,4,2,1,2,19-50,2018,25.69
Clay,027,4,2,1.5,2,19-50,2018,19.81
Clay,027,3,2,1.5,1,19-50,2018,15.27
Clay,027,3,2,2,1,19-50,2018,12.73
Clay,027,2,1,1,1,19-50,2018,20.9
Clay,027,4,1,1,3,19-50,2018,31.9
Douglas,041,4,1,1,3,19-50,2018,28.28
Douglas,041,2,2,1,0,51+,2018,17.19
Douglas,041,3,2,1,1,19-50,2018,20.45
Douglas,041,3,2,1.5,1,19-50,2018,14.96
Douglas,041,6,2,1.5,4,19-50,2018,20.47
Douglas,041,4,2,1,2,19-50,2018,24.09
Douglas,041,1,1,1,0,51+,2018,13.31
Douglas,041,6,2,1,4,19-50,2018,27.58
Douglas,041,5,2,1,3,19-50,2018,25.48
Douglas,041,5,2,1.5,3,19-50,2018,19.09
Douglas,041,3,2,2,1,19-50,2018,12.15
Douglas,041,6,2,2,4,19-50,2018,16.69
Douglas,041,2,1,1,1,19-50,2018,19.71
Douglas,041,5,1,1,4,19-50,2018,29.69
Douglas,041,4,2,2,2,19-50,2018,14.99
Douglas,041,2,2,2,0,19-50,2018,8.68
Douglas,041,5,2,2,3,19-50,2018,15.68
Douglas,041,2,2,1,0,19-50,2018,16.95
Douglas,041,2,2,1.5,0,51+,2018,11.73
Douglas,041,3,1,1,2,19-50,2018,26.49
Douglas,041,1,1,1,0,19-50,2018,13.21
Douglas,041,2,2,1.5,0,19-50,2018,11.57
Douglas,041,2,2,2,0,51+,2018,8.8
Douglas,041,4,2,1.5,2,19-50,2018,18.18
Faribault,043,4,2,1,2,19-50,2018,24.08
Faribault,043,1,1,1,0,19-50,2018,12.76
Faribault,043,2,2,1.5,0,51+,2018,11.5
Faribault,043,5,1,1,4,19-50,2018,29.39
Faribault,043,3,2,1,1,19-50,2018,19.83
Faribault,043,2,2,2,0,19-50,2018,8.5
Faribault,043,3,1,1,2,19-50,2018,25.97
Faribault,043,4,2,1.5,2,19-50,2018,18.07
Faribault,043,3,2,2,1,19-50,2018,11.71
Faribault,043,2,2,1,0,19-50,2018,16.61
Faribault,043,1,1,1,0,51+,2018,12.87
Faribault,043,2,1,1,1,19-50,2018,18.66
Faribault,043,5,2,2,3,19-50,2018,15.54
Faribault,043,4,1,1,3,19-50,2018,27.87
Faribault,043,2,2,1,0,51+,2018,16.85
Faribault,043,2,2,2,0,51+,2018,8.62
Faribault,043,5,2,1,3,19-50,2018,25.59
Faribault,043,5,2,1.5,3,19-50,2018,19.07
Faribault,043,2,2,1.5,0,19-50,2018,11.33
Faribault,043,6,2,1.5,4,19-50,2018,20.52
Koochiching,071,3,2,1,1,19-50,2018,18.84
Koochiching,071,4,2,1.5,2,19-50,2018,17.45
Koochiching,071,2,2,1.5,0,51+,2018,11.26
Koochiching,071,1,1,1,0,51+,2018,12.62
Koochiching,071,5,2,2,3,19-50,2018,15.26
Koochiching,071,4,2,1,2,19-50,2018,22.94
Koochiching,071,2,2,1,0,51+,2018,16.51
Koochiching,071,6,2,1,4,19-50,2018,26.48
Koochiching,071,2,2,2,0,51+,2018,8.45
Koochiching,071,3,1,1,2,19-50,2018,25.73
Koochiching,071,3,2,2,1,19-50,2018,11.34
Koochiching,071,4,2,2,2,19-50,2018,14.55
Koochiching,071,5,1,1,4,19-50,2018,28.89
Koochiching,071,2,2,1.5,0,19-50,2018,11.09
Lac qui Parle,073,2,2,1.5,0,19-50,2018,11.15
Lac qui Parle,073,2,2,1,0,19-50,2018,16.35
Lac qui Parle,073,5,1,1,4,19-50,2018,28.63
Lac qui Parle,073,4,1,1,3,19-50,2018,27.13
Lac qui Parle,073,6,2,1,4,19-50,2018,26.5
Lac qui Parle,073,3,2,1.5,1,19-50,2018,14.13
Lac qui Parle,073,3,2,1,1,19-50,2018,19.25
Lac qui Parle,073,2,2,1.5,0,51+,2018,11.3
Lac qui Parle,073,3,2,2,1,19-50,2018,11.49
Lac qui Parle,073,2,2,1,0,51+,2018,16.56
Lac qui Parle,073,4,2,1,2,19-50,2018,22.71
Lac qui Parle,073,5,2,2,3,19-50,2018,15.11
Lac qui Parle,073,4,2,1.5,2,19-50,2018,17.24
Lac qui Parle,073,2,2,2,0,19-50,2018,8.36
Lac qui Parle,073,4,2,2,2,19-50,2018,14.35
Lac qui Parle,073,1,1,1,0,19-50,2018,12.5
Lac qui Parle,073,2,2,2,0,51+,2018,8.48
Lac qui Parle,073,3,1,1,2,19-50,2018,25.25
Lac qui Parle,073,1,1,1,0,51+,2018,12.61
Lac qui Parle,073,6,2,2,4,19-50,2018,16.18
Lac qui Parle,073,2,1,1,1,19-50,2018,18.35
Lac qui Parle,073,5,2,1.5,3,19-50,2018,18.27
Lac qui Parle,073,5,2,1,3,19-50,2018,24.21
Lac qui Parle,073,6,2,1.5,4,19-50,2018,19.74
Mille Lacs,095,6,2,1.5,4,19-50,2018,22.76
Mille Lacs,095,5,2,1.5,3,19-50,2018,21.42
Mille Lacs,095,5,2,1,3,19-50,2018,27.39
Lake,075,2,2,1.5,0,19-50,2018,11.95
Lake,075,2,2,2,0,51+,2018,9.09
Lake,075,2,2,1,0,51+,2018,17.74
Lake,075,1,1,1,0,19-50,2018,13.72
Lake,075,3,2,1,1,19-50,2018,21.14
Lake,075,2,2,2,0,19-50,2018,8.97
Lake,075,5,1,1,4,19-50,2018,31.62
Lake,075,3,2,1.5,1,19-50,2018,15.52
Lake,075,4,1,1,3,19-50,2018,30.22
Lake,075,2,1,1,1,19-50,2018,20.62
Lake,075,1,1,1,0,51+,2018,13.83
Lake,075,3,1,1,2,19-50,2018,28.36
Lake,075,2,2,1,0,19-50,2018,17.5
Lake,075,2,2,1.5,0,51+,2018,12.12
Lake,075,6,2,1,4,19-50,2018,28.7
Lake,075,5,2,2,3,19-50,2018,16.68
Lake,075,4,2,1,2,19-50,2018,25.25
Lake,075,5,2,1,3,19-50,2018,26.65
Lake,075,6,2,1.5,4,19-50,2018,21.53
Lake,075,4,2,2,2,19-50,2018,15.97
Lake,075,5,2,1.5,3,19-50,2018,20.17
Meeker,093,5,2,1,3,19-50,2018,26.42
Meeker,093,5,2,1.5,3,19-50,2018,19.94
Meeker,093,6,2,1.5,4,19-50,2018,21.32
Meeker,093,3,1,1,2,19-50,2018,27.82
Meeker,093,2,2,2,0,51+,2018,9.25
Meeker,093,1,1,1,0,51+,2018,14.11
Meeker,093,2,2,1,0,51+,2018,18.05
Meeker,093,6,2,2,4,19-50,2018,17.49
Meeker,093,3,2,1,1,19-50,2018,21.43
Meeker,093,5,1,1,4,19-50,2018,31.09
Meeker,093,2,2,1,0,19-50,2018,17.81
Meeker,093,5,2,2,3,19-50,2018,16.45
Meeker,093,4,2,1,2,19-50,2018,25.06
Meeker,093,2,2,1.5,0,19-50,2018,12.17
Meeker,093,4,2,1.5,2,19-50,2018,19.03
Meeker,093,2,2,1.5,0,51+,2018,12.33
Meeker,093,4,1,1,3,19-50,2018,29.65
Meeker,093,3,2,2,1,19-50,2018,12.68
Meeker,093,4,2,2,2,19-50,2018,15.75
Meeker,093,3,2,1.5,1,19-50,2018,15.64
Meeker,093,2,1,1,1,19-50,2018,20.51
Meeker,093,2,2,2,0,19-50,2018,9.12
Meeker,093,6,2,1,4,19-50,2018,28.51
Meeker,093,1,1,1,0,19-50,2018,14
Polk,119,2,1,1,1,19-50,2018,20.93
Polk,119,3,2,2,1,19-50,2018,12.75
Polk,119,1,1,1,0,19-50,2018,14.32
Polk,119,1,1,1,0,51+,2018,14.45
Polk,119,4,1,1,3,19-50,2018,32.23
Polk,119,3,2,1.5,1,19-50,2018,15.91
Polk,119,2,2,2,0,51+,2018,9.37
Polk,119,4,2,1.5,2,19-50,2018,20.75
Polk,119,3,1,1,2,19-50,2018,30.42
Polk,119,2,2,1.5,0,51+,2018,12.5
Polk,119,5,2,2,3,19-50,2018,17.66
Polk,119,2,2,1,0,19-50,2018,18.03
Polk,119,6,2,1,4,19-50,2018,31
Polk,119,2,2,2,0,19-50,2018,9.25
Polk,119,3,2,1,1,19-50,2018,21.89
Polk,119,5,2,1,3,19-50,2018,29.08
Polk,119,5,2,1.5,3,19-50,2018,21.68
Polk,119,6,2,1.5,4,19-50,2018,23.04
Polk,119,5,1,1,4,19-50,2018,33.66
Polk,119,2,2,1.5,0,19-50,2018,12.33
Polk,119,6,2,2,4,19-50,2018,18.69
Polk,119,2,2,1,0,51+,2018,18.27
Polk,119,4,2,1,2,19-50,2018,27.81
Polk,119,4,2,2,2,19-50,2018,16.96
Scott,139,5,2,1,3,19-50,2018,30.91
Scott,139,2,2,1,0,51+,2018,19.54
Scott,139,5,2,1.5,3,19-50,2018,25.71
Scott,139,6,2,1.5,4,19-50,2018,27.07
Scott,139,6,2,2,4,19-50,2018,24.04
Scott,139,3,2,1.5,1,19-50,2018,18.6
Scott,139,2,2,2,0,51+,2018,10.02
Scott,139,4,2,1,2,19-50,2018,29.63
Scott,139,4,2,2,2,19-50,2018,22.32
Scott,139,3,2,1,1,19-50,2018,23.44
Scott,139,2,2,1.5,0,51+,2018,13.37
Scott,139,2,2,1.5,0,19-50,2018,13.2
Scott,139,3,1,1,2,19-50,2018,41.64
Kandiyohi,067,5,2,2,3,19-50,2018,16.52
Kandiyohi,067,2,2,1.5,0,19-50,2018,11.31
Kandiyohi,067,3,1,1,2,19-50,2018,28.15
Kandiyohi,067,2,1,1,1,19-50,2018,19.43
Kandiyohi,067,2,2,1,0,19-50,2018,16.57
Kandiyohi,067,2,2,1,0,51+,2018,16.82
Kandiyohi,067,2,2,2,0,51+,2018,8.61
Kandiyohi,067,4,1,1,3,19-50,2018,29.98
Kandiyohi,067,3,2,1.5,1,19-50,2018,14.57
Kandiyohi,067,5,1,1,4,19-50,2018,31.37
Kandiyohi,067,1,1,1,0,51+,2018,13
Kandiyohi,067,3,2,2,1,19-50,2018,12.01
Kandiyohi,067,4,2,1.5,2,19-50,2018,18.97
Kandiyohi,067,2,2,1.5,0,51+,2018,11.48
Lake of the Woods,077,5,2,2,3,19-50,2018,18.1
Lake of the Woods,077,4,2,1.5,2,19-50,2018,19.62
Lake of the Woods,077,3,1,1,2,19-50,2018,31.32
Lake of the Woods,077,1,1,1,0,19-50,2018,12.96
Lake of the Woods,077,1,1,1,0,51+,2018,13.07
Lake of the Woods,077,3,2,2,1,19-50,2018,13.35
Lake of the Woods,077,2,2,2,0,19-50,2018,8.56
Lake of the Woods,077,4,1,1,3,19-50,2018,33.14
Lake of the Woods,077,2,2,2,0,51+,2018,8.69
Lake of the Woods,077,2,2,1.5,0,51+,2018,11.58
Lake of the Woods,077,3,2,1,1,19-50,2018,19.95
Lake of the Woods,077,2,1,1,1,19-50,2018,22.04
Lake of the Woods,077,2,2,1,0,51+,2018,16.98
Lake of the Woods,077,2,2,1.5,0,19-50,2018,11.42
Lake of the Woods,077,5,1,1,4,19-50,2018,34.55
Lake of the Woods,077,6,2,2,4,19-50,2018,19.13
Lake of the Woods,077,4,2,1,2,19-50,2018,23.81
Lake of the Woods,077,6,2,1,4,19-50,2018,27.39
Lake of the Woods,077,6,2,1.5,4,19-50,2018,21.9
Lake of the Woods,077,3,2,1.5,1,19-50,2018,15.6
Lake of the Woods,077,4,2,2,2,19-50,2018,17.41
Lake of the Woods,077,5,2,1.5,3,19-50,2018,20.54
Lake of the Woods,077,5,2,1,3,19-50,2018,25.21
Lake of the Woods,077,2,2,1,0,19-50,2018,16.74
Marshall,089,2,2,1,0,19-50,2018,17.49
Marshall,089,2,2,1.5,0,19-50,2018,11.94
Marshall,089,6,2,1,4,19-50,2018,29.13
Marshall,089,2,2,1,0,51+,2018,17.72
Marshall,089,5,2,1,3,19-50,2018,27.05
Marshall,089,2,2,1.5,0,51+,2018,12.1
Marshall,089,4,2,2,2,19-50,2018,15.92
Marshall,089,3,2,1.5,1,19-50,2018,15.1
Marshall,089,3,2,1,1,19-50,2018,20.67
Marshall,089,6,2,1.5,4,19-50,2018,21.71
Marshall,089,1,1,1,0,51+,2018,13.72
Marshall,089,6,2,2,4,19-50,2018,17.71
Marshall,089,5,2,1.5,3,19-50,2018,20.3
Marshall,089,5,1,1,4,19-50,2018,31.5
Marshall,089,4,2,1,2,19-50,2018,25.63
Marshall,089,3,1,1,2,19-50,2018,28.12
Marshall,089,2,2,2,0,51+,2018,9.07
Marshall,089,4,1,1,3,19-50,2018,30.05
Marshall,089,1,1,1,0,19-50,2018,13.61
Marshall,089,5,2,2,3,19-50,2018,16.65
Marshall,089,2,2,2,0,19-50,2018,8.96
Marshall,089,2,1,1,1,19-50,2018,19.64
Marshall,089,3,2,2,1,19-50,2018,12.26
Marshall,089,4,2,1.5,2,19-50,2018,19.34
Pope,121,4,2,1.5,2,19-50,2018,18.45
Pope,121,1,1,1,0,51+,2018,13.01
Pope,121,2,2,2,0,19-50,2018,8.53
Pope,121,2,2,1,0,19-50,2018,16.67
Pope,121,3,2,2,1,19-50,2018,11.8
Pope,121,6,2,1.5,4,19-50,2018,20.77
Pope,121,2,2,1.5,0,51+,2018,11.53
Pope,121,4,1,1,3,19-50,2018,28.79
Pope,121,2,2,1,0,51+,2018,16.9
Pope,121,5,2,1,3,19-50,2018,25.73
Pope,121,2,2,1.5,0,19-50,2018,11.38
Pope,121,5,1,1,4,19-50,2018,30.24
Pope,121,6,2,2,4,19-50,2018,16.98
Pope,121,5,2,1.5,3,19-50,2018,19.38
Pope,121,3,2,1,1,19-50,2018,19.97
Pope,121,3,2,1.5,1,19-50,2018,14.58
Pope,121,1,1,1,0,19-50,2018,12.89
Pope,121,2,1,1,1,19-50,2018,18.97
Pope,121,2,2,2,0,51+,2018,8.65
Pope,121,5,2,2,3,19-50,2018,15.96
Faribault,043,4,2,2,2,19-50,2018,14.79
Faribault,043,6,2,1,4,19-50,2018,27.81
Faribault,043,6,2,2,4,19-50,2018,16.61
Faribault,043,3,2,1.5,1,19-50,2018,14.48
Pennington,113,6,2,1.5,4,19-50,2018,19.56
Pennington,113,6,2,2,4,19-50,2018,16.36
Pennington,113,3,2,1,1,19-50,2018,18.81
Pennington,113,4,2,2,2,19-50,2018,14.65
Pennington,113,5,1,1,4,19-50,2018,29.16
Pennington,113,5,2,2,3,19-50,2018,15.36
Pennington,113,6,2,1,4,19-50,2018,25.82
Pennington,113,2,2,1,0,51+,2018,16.06
Pennington,113,2,2,1.5,0,19-50,2018,10.79
Pennington,113,4,2,1,2,19-50,2018,22.19
Pennington,113,3,2,2,1,19-50,2018,11.5
Pennington,113,2,2,2,0,19-50,2018,8.09
Pennington,113,5,2,1,3,19-50,2018,23.63
Pennington,113,1,1,1,0,19-50,2018,12.08
Pennington,113,5,2,1.5,3,19-50,2018,18.18
Pennington,113,3,2,1.5,1,19-50,2018,13.96
Pennington,113,2,2,2,0,51+,2018,8.21
Pennington,113,2,2,1.5,0,51+,2018,10.94
Pennington,113,1,1,1,0,51+,2018,12.18
Pennington,113,2,1,1,1,19-50,2018,18.55
Pennington,113,3,1,1,2,19-50,2018,25.96
Pennington,113,4,1,1,3,19-50,2018,27.74
Pennington,113,4,2,1.5,2,19-50,2018,17.18
Pennington,113,2,2,1,0,19-50,2018,15.83
Pine,115,3,1,1,2,19-50,2018,31.58
Pine,115,4,2,1.5,2,19-50,2018,20.89
Pine,115,4,1,1,3,19-50,2018,33.52
Pine,115,5,1,1,4,19-50,2018,34.97
Pine,115,2,2,2,0,19-50,2018,9.84
Pine,115,3,2,1,1,19-50,2018,23.23
Pine,115,2,2,1.5,0,51+,2018,13.29
Pine,115,1,1,1,0,19-50,2018,15.34
Pine,115,2,2,1,0,19-50,2018,19.19
Pine,115,2,2,2,0,51+,2018,9.97
Pine,115,5,2,1.5,3,19-50,2018,21.84
Pine,115,1,1,1,0,51+,2018,15.46
Pine,115,5,2,2,3,19-50,2018,18.47
Pine,115,6,2,2,4,19-50,2018,19.53
Pine,115,3,2,2,1,19-50,2018,14
Pine,115,3,2,1.5,1,19-50,2018,17.17
